ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
8_impossibleodds-toolkit;/home/miky/UnityCodeSmellAnalyzer/Repos/8_impossibleodds-toolkit;15;0;0;3;0;0;0;510
