ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
5_cytoid;/home/miky/UnityCodeSmellAnalyzer/Repos/5_cytoid;47;5;67;43;3;0;0;1525
