ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
6_bundlemaster_integrateettask;/home/miky/UnityCodeSmellAnalyzer/Repos/6_bundlemaster_integrateettask;2;0;3;5;0;0;0;84
