ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
0_unity-tactical-rpg-battle-system;/home/miky/UnityCodeSmellAnalyzer/Repos/0_unity-tactical-rpg-battle-system;5;0;31;11;0;0;0;207
