ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
0_unity-tactical-rpg-battle-system;/home/miky/UnityCodeSmellAnalyzer/Repos/0_unity-tactical-rpg-battle-system;8;0;33;20;0;0;0;427
