ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
12_digital-logic-sim-ce;/home/miky/UnityCodeSmellAnalyzer/Repos/12_digital-logic-sim-ce;2;0;13;12;0;0;0;120
