ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
7_networkpositionsync;/home/miky/UnityCodeSmellAnalyzer/Repos/7_networkpositionsync;2;0;5;6;0;0;0;47
