ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
2_groundgrowing;/home/miky/UNI/UnityCodeSmellAnalyzer/Repos/2_groundgrowing;1;0;0;15;0;0;0;40
