ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
429_ptdgame;/home/miky/UnityCodeSmellAnalyzer/Repos/429_ptdgame;1;0;14;6;0;0;0;116
