ProjectName;ProjectPath;.unity;.controller;.prefab;.mat;.anim;.flare;.assets;.meta
423_learning-c-by-developing-games-with-unity-sixth-edition;/home/miky/UnityCodeSmellAnalyzer/Repos/423_learning-c-by-developing-games-with-unity-sixth-edition;10;5;21;21;5;0;0;103
